CV-structure	X_%PULT_Ty	B_%PULT_Ty	B_%APULT_Ty	C_%PULT_Ty	G_%ULT_Ty	G_%PULT_Ty	G_%APULT_Ty	I_%PULT_Ty	I_%APULT_Ty	N_%PULT_Ty	P_%PULT_Ty	R_%PULT_Ty	S_%PULT_Ty	S_%APULT_Ty	S_%PAPULT_Ty	V_%ULT_Ty	V_%PULT_Ty	V_%APULT_Ty	V_%PAPULT_Ty	X_nPULT_Ty	B_nPULT_Ty	B_nAPULT_Ty	C_nPULT_Ty	G_nULT_Ty	G_nPULT_Ty	G_nAPULT_Ty	I_nPULT_Ty	I_nAPULT_Ty	N_nPULT_Ty	P_nPULT_Ty	R_nPULT_Ty	S_nPULT_Ty	S_nAPULT_Ty	S_nPAPULT_Ty	V_nULT_Ty	V_nPULT_Ty	V_nAPULT_Ty	V_nPAPULT_Ty
VCVCVVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	91.304347826087	8.69565217391304	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	21	2	NA
VCVCVVCVCCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
VCVCVVCVCCVCCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VCVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	55.5555555555556	44.4444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	5	4	NA
VCVCVVV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
VCVV	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	81.8181818181818	18.1818181818182	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	2	NA	NA	4	NA	NA
VCVVCCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA
VCVVCCVCCV	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA
VCVVCCVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	3	NA	NA
VCVVCV	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	66.6666666666667	33.3333333333333	NA	NA	91.6666666666667	8.33333333333333	NA	NA	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	8	4	NA	NA	11	1	NA
VCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA
VCVVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
VCVVCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	50	50	NA	NA	80	20	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	2	2	NA	NA	8	2	NA
VCVVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
VCVVCVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
VCVVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
VVCC	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCCCVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCCCVCVVCV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
VVCV	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.5	12.5	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	NA	NA	NA	NA
VVCVCCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
VVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA
VVCVCCVCCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
VVCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
VVCVCCVCV	NA	NA	NA	NA	NA	40	60	NA	NA	NA	NA	NA	50	50	NA	NA	75	25	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	2	2	NA	NA	3	1	NA
VVCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
VVCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
VVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	20	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	NA	NA	2	NA
VVCVCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
VVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA
VVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA
VVCVCVCVCCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCVCVCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA
VVCVCVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
VVCVCVCVCVCCVCCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCVCVCVCVCCVCV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVCVCVV	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA
VVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
VVCVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
VVCVV	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA
VVV	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
VVVCV	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA
VVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	11	NA	NA
VVVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA
VVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	4	NA
VVVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA
VVVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.3333333333333	66.6666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	NA
VVVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA
VVVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA
VVVCVVV	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
